,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,강 의 시 간 표,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2025 학년도  2 학기     자연캠퍼스,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
학년,교과목명,한글코드,,,학점,시간,담당교수,,강좌번호,제한인원,시간(강의실),,,,비  고,
전학년,영어4,교필124,,,2 ,2 ,이보경,, 0136,30 ,수11:00-11:50 (Y9515),,,,,
,,,,,,,,, 0137,30 ,월13:00-13:50 (Y9515),,,,,
,,,,,,,,,,,수13:00-13:50 (Y9515),,,,,
,,,,,,,,, 0138,30 ,월14:00-14:50 (Y9515),,,,,
,,,,,,,,,,,수14:00-14:50 (Y9515),,,,,
,,,,,,,김희진,, 0139,30 ,월11:00-11:50 (Y9530),,,,,
,,,,,,,,,,,수11:00-11:50 (Y9530),,,,,
,,,,,,,,, 0140,30 ,월12:00-12:50 (Y9530),,,,,
,,,,,,,,,,,수12:00-12:50 (Y9530),,,,,
,,,,,,,,, 0141,30 ,월14:00-14:50 (Y9530),,,,,
,,,,,,,,,,,수14:00-14:50 (Y9530),,,,,
,,,,,,,,, 0142,30 ,월15:00-15:50 (Y9530),,,,,
,,,,,,,,,,,수15:00-15:50 (Y9530),,,,,
,,,,,,,엄혜영,, 0143,30 ,화11:00-11:50 (Y9528),,,,,
,,,,,,,,,,,목11:00-11:50 (Y9528),,,,,
,,,,,,,,, 0144,30 ,화12:00-12:50 (Y9528),,,,,
,,,,,,,,,,,목12:00-12:50 (Y9528),,,,,
,,,,,,,,, 0145,30 ,화14:00-14:50 (Y9528),,,,,
,,,,,,,,,,,목14:00-14:50 (Y9528),,,,,
,영어회화4,교필126,,,1 ,2 ,크리스토퍼리더,, 0146,20 ,월09:00-09:50 (Y9201),,,,,
,,,,,,,,,,,수09:00-09:50 (Y9201),,,,,
,,,,,,,,, 0147,20 ,월10:00-10:50 (Y9201),,,,,
,,,,,,,,,,,수10:00-10:50 (Y9201),,,,,
,,,,,,,,, 0148,20 ,월11:00-11:50 (Y9201),,,,,
,,,,,,,,,,,수11:00-11:50 (Y9201),,,,,
,,,,,,,,, 0149,20 ,월12:00-12:50 (Y9201),,,,,
,,,,,,,,,,,수12:00-12:50 (Y9201),,,,,
,,,,,,,,, 0150,20 ,화09:00-09:50 (Y9201),,,,,
,,,,,,,,,,,목09:00-09:50 (Y9201),,,,,
,,,,,,,,, 0151,20 ,화10:00-10:50 (Y9201),,,,,
,,,,,,,,,,,목10:00-10:50 (Y9201),,,,,
,,,,,,,,, 0152,20 ,화11:00-11:50 (Y9201),,,,,
,,,,,,,,,,,목11:00-11:50 (Y9201),,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,8 / 77,,,,,,출력일자 : 2025-07-23,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,강 의 시 간 표,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2025 학년도  2 학기     자연캠퍼스,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
학년,교과목명,한글코드,,,학점,시간,담당교수,,강좌번호,제한인원,시간(강의실),,,,비  고,
전학년,영어회화4,교필126,,,1 ,2 ,크리스토퍼리더,, 0153,20 ,화12:00-12:50 (Y9201),,,,,
,,,,,,,,,,,목12:00-12:50 (Y9201),,,,,
,,,,,,,브랜트덕스,, 0154,20 ,월10:00-10:50 (Y9238),,,,,
